4111	427	6341
4626	402	6335
6789	756	1214
5504	21	1661
6994	553	3381
7425	167	7454
4151	137	5127
4561	0	338
3445	86	7814
4458	341	1843
8286	609	7604
1239	864	6643
4079	451	4189
582	319	1325
4457	114	3316
1410	191	2880
8095	88	7158
3325	317	4418
6389	680	9535
2290	372	1002
1704	861	6728
9094	240	2661
5333	901	8568
30	254	6096
9431	216	5365
7753	93	2142
4716	237	5693
4191	526	9510
4762	441	8405
5521	889	7053
5827	601	9010
5811	370	8657
1318	88	6329
6775	498	3022
5970	125	1724
7366	179	6514
4015	185	9668
8593	861	3368
8248	814	1925
9376	251	703
9894	866	7446
9837	558	1936
2544	676	3923
6739	363	9623
9953	775	8336
7228	680	9535
1936	263	6603
3969	866	7446
6902	446	1526
9485	774	6575
8109	558	2506
4012	292	1996
6651	219	1899
1730	518	4335
5591	864	5838
5721	351	7265
6496	585	3864
7623	287	7939
5997	63	4526
5453	842	6995
5785	930	2643
1095	381	6432
6472	679	5428
4599	905	5922
8132	855	2119
2572	74	2208
7115	793	3390
7152	935	3877
9953	16	4831
673	749	1200
8089	316	230
1295	251	1370
223	300	5532
5402	84	7257
9030	372	6375
8456	837	5626
1335	83	544
5946	105	5048
7662	92	7053
1867	467	7537
7924	230	9123
1377	475	7263
6458	465	3895
1637	665	5923
2092	707	664
4941	632	691
4924	663	2761
6080	539	723
6918	698	2375
612	861	8902
3547	888	9099
3854	109	8638
7724	467	5808
673	582	996
8544	328	48
235	496	8976
4826	161	2430
2356	402	2468
5866	685	6684
2332	82	4629
1434	705	5720
3300	740	7082
6939	251	8229
4281	617	2141
4318	467	1190
229	704	4651
5260	510	5840
9658	700	6956
2925	544	106
909	25	6531
1641	617	1074
4884	598	8793
2118	754	464
4250	628	9745
9879	140	671
1809	427	2330
7448	309	5106
9158	106	3236
8138	327	3937
8299	72	7096
8347	100	4608
1481	456	1872
7636	244	1012
7833	185	3790
9895	692	4862
2824	895	3164
1375	544	486
852	191	3312
2980	79	1854
5899	740	135
3437	402	6906
5047	302	2374
2026	539	8485
1973	8	4677
9684	351	3023
9206	210	9908
6046	110	8895
409	676	8702
5029	341	6036
3178	484	692
9143	398	791
5132	645	9978
7929	878	4049
3582	692	4373
849	935	7884
914	323	6198
1224	381	9110
6551	250	6327
958	826	3312
3509	822	4261
1681	401	2731
2557	628	9745
6822	435	5643
42	488	5743
5736	358	1433
7458	923	7800
4133	358	4136
6123	794	2076
1199	118	2094
1609	937	5828
3612	135	8344
4481	92	4400
3293	498	8700
3017	812	4984
1057	882	4663
9803	105	3009
3550	685	6386
6392	319	6320
4409	386	5271
2562	766	8488
8241	251	1020
9973	112	8965
9337	821	7661
6984	272	2078
1612	800	6945
8255	92	8924
1757	213	1798
1621	259	5450
2417	840	6431
5829	922	7631
636	90	8607
3218	598	6310
2152	375	1306
1572	345	1940
391	410	536
5462	406	7054
470	576	1519
5858	844	2413
8270	51	503
8996	70	7710
8043	248	7226
3712	517	1724
7115	661	4428
7881	654	5416
2363	303	9975
2637	497	6592
9277	318	8096
7672	428	7651
1628	664	2653
8052	740	9344
3158	526	5605
843	767	517
9200	826	9235
1857	707	7693
5541	840	8651
3423	935	3877
478	844	6773
356	352	8962
1464	152	8263
7691	383	9119
4738	936	7369
7488	384	6892
7829	847	43
9371	98	4055
505	661	5700
2482	825	9985
5450	152	4191
250	164	6359
550	791	1637
2443	223	4511
5455	552	1974
8957	644	2488
3576	497	555
8348	702	637
9572	676	3923
191	791	2450
805	148	2511
502	643	6024
4036	412	6498
9595	497	463
9555	309	6390
5360	589	6026
1845	426	6252
767	363	9623
672	587	1260
3463	341	4205
7201	453	812
5844	887	6973
6946	665	8713
7493	680	4475
8450	86	6956
9033	882	9295
3931	485	4334
9351	909	9589
1255	170	577
4723	113	1131
4170	920	6380
8845	589	2802
9787	598	4198
9731	558	946
8671	632	7395
2223	674	4109
8173	754	2510
9566	354	6615
4365	678	2333
3332	905	2917
4129	856	2737
8538	155	4000
4699	335	1231
7524	469	4208
6	864	8439
2120	603	1705
3111	636	1733
9955	910	2942
9836	114	1593
5766	866	8949
133	213	435
7161	140	6889
1255	229	2099
7329	632	9448
5347	840	2468
7644	800	7202
728	689	9845
670	228	6336
6559	770	4557
8505	744	7535
6726	654	6341
9027	208	1713
1499	601	3929
4734	615	906
9954	549	2095
8497	23	7240
3507	821	5623
5684	237	7388
5742	42	1214
7454	272	9115
3479	914	9530
755	402	7748
1560	222	4855
2223	913	4483
6016	636	9610
6146	72	9701
436	518	2670
8934	609	9141
9863	594	7014
4511	822	3653
678	113	6843
3701	248	1795
7488	558	2566
1182	352	8821
220	676	7450
4969	483	1355
5786	770	1708
3740	645	8637
984	127	7085
5133	922	3749
8518	9	3454
152	136	4869
5409	268	3671
7332	253	2556
9310	799	6855
5678	631	9583
2476	842	8909
6396	661	7796
6468	805	3916
7490	19	6249
6421	661	5165
1673	198	5406
5046	248	8256
1876	734	3766
6734	601	6652
772	51	5135
5277	32	9693
5799	314	7675
7831	734	1268
7251	181	9485
9634	152	5367
6189	410	9382
1322	470	9606
2048	589	8896
9162	360	342
234	878	724
563	47	5351
7977	633	1061
8267	693	7718
2314	0	4434
5043	135	1488
1146	363	322
1480	268	8945
3270	207	9785
3811	920	9620
3368	360	4789
810	129	1461
8284	693	6148
6939	935	7884
8538	529	4594
9686	300	9478
7526	194	8782
3357	214	3634
892	737	893
2267	42	5935
2521	736	7279
7736	305	2961
5291	811	9904
5435	448	6549
1087	615	4407
5073	132	1506
6398	446	9515
8746	77	4198
6164	144	8215
9792	785	3418
1517	277	3114
8907	463	8306
9965	558	5652
732	79	3526
3623	10	72
5785	490	8816
6369	345	2440
3057	341	1578
1512	201	1752
5670	132	7981
5956	722	9746
5817	17	7176
6978	909	9589
4071	12	6901
1705	258	620
7008	141	9299
6591	693	795
7532	63	8284
283	549	9378
3025	120	3813
428	283	4156
1008	429	6847
4221	821	8673
5666	363	8025
8691	654	2708
5389	124	8196
4655	292	4769
4596	853	9519
5598	483	5079
1597	637	6148
8890	79	6877
1288	237	8928
5528	628	3869
1976	729	2596
2173	126	8544
2381	384	3357
8044	88	1385
5340	230	3656
8732	298	8158
3262	293	2934
4024	897	713
334	383	1856
4692	287	7939
44	383	4235
6984	298	7425
2897	136	194
3723	617	9518
6131	135	1843
6914	334	9231
198	173	5926
5509	6	6417
1765	126	9288
2514	185	1986
2462	702	2139
521	785	990
4730	391	3913
626	737	627
3487	478	7346
2558	595	6007
7722	533	665
9537	131	570
3602	391	8432
1533	692	1904
2431	475	5754
653	521	3617
8757	922	6415
8733	562	9074
2135	288	1849
6474	386	58
7520	384	5263
9885	475	3320
683	253	7788
64	699	3743
2104	549	452
2357	914	1673
9770	496	7613
9786	306	4731
2902	674	8039
5615	409	1766
7836	629	6075
7197	473	2052
6934	512	7983
1051	50	9904
9524	268	3660
7129	628	9745
1309	255	6818
2841	243	1234
