5066	118	2057
6739	53	6111
6443	124	4380
7378	66	1699
2710	102	1312
1292	321	1369
2651	138	3219
3960	769	7903
6519	398	2147
229	239	1437
6880	795	7400
4281	590	6659
5498	327	8463
6062	593	7497
1574	548	3646
3793	811	4624
9724	486	9730
2922	1	580
7717	202	495
8066	571	9012
5994	476	2283
8886	172	2389
229	484	5636
40	848	301
1027	921	5870
8310	527	4264
5811	159	6824
4203	458	173
5795	452	6213
7661	182	9804
1878	1	4613
1886	10	2629
3609	732	8223
4887	462	3943
4232	632	6648
7278	466	5295
3303	339	7202
1143	124	1040
4182	52	5711
8757	493	1447
1450	446	1098
3804	427	542
8920	859	5552
6612	51	398
7309	516	3769
7602	402	8180
4624	916	7617
7729	157	315
5398	252	2943
8088	523	2013
842	393	173
4203	847	4719
3371	234	1307
6857	622	8419
966	518	8678
8987	600	5407
6393	834	9521
8737	69	5317
8357	181	5183
4631	589	3822
6819	74	3995
4066	129	6349
2775	197	4471
4140	273	5812
4844	523	3009
6305	866	2327
1541	393	2712
2957	250	9031
7063	124	9771
7575	921	5635
7700	625	1813
5535	813	1004
82	856	9684
8610	9	7730
8356	567	26
1411	700	5582
3421	716	603
636	717	5920
1570	85	9569
842	404	1573
3277	86	9509
6781	848	3901
2555	505	5528
5751	417	6476
7161	325	3544
6536	127	5556
1597	537	6168
7429	940	2886
7821	271	6171
3662	461	826
7095	573	8117
187	911	7462
5961	836	9445
893	233	492
1071	321	6930
1208	115	1577
5351	338	6232
8824	544	1235
4703	484	6310
5786	876	6568
7902	663	8889
4300	461	5983
3726	866	2348
4959	811	6107
1023	160	7877
7822	158	9531
7622	399	8432
5900	615	4790
4367	228	5076
763	439	7800
7927	829	5607
9610	781	1190
4179	390	6938
5553	649	2598
1442	464	6070
1171	469	7600
4415	102	2490
4769	889	6612
1883	112	5047
4106	809	3890
6644	307	6298
1378	192	851
5039	939	1999
8294	0	1294
2751	67	5157
5233	642	2181
4279	92	548
58	678	2104
4597	93	6422
6061	62	4945
960	66	94
5102	596	7732
807	53	5695
798	424	9462
