283	801	8050
1172	134	3175
6379	539	10059
8985	1	8828
6146	179	10862
460	790	4820
4109	218	11562
6600	217	4972
5058	209	5519
593	176	5484
3301	191	523
7615	663	5042
1533	111	3574
2205	284	8941
969	956	11938
2215	826	9037
10228	560	531
655	140	9196
6186	527	9581
1001	929	3956
8115	453	660
10463	601	11003
10086	71	1035
9288	133	8390
5803	790	11369
3713	258	8408
4685	5	2591
4244	53	5202
7722	657	8734
1183	790	1515
2563	350	7196
1538	161	7598
7545	959	9072
7163	415	6359
1946	683	703
6646	627	5161
7712	590	10920
9039	794	5353
9455	39	6791
11137	343	12413
22	762	9755
10524	233	9692
6292	443	10154
7601	894	432
2248	710	1498
7680	112	9278
1542	499	5808
11648	882	8169
12470	120	4416
1849	260	108
5025	325	6226
5655	567	7796
12232	358	5667
11443	667	469
1733	559	6900
8681	209	5615
973	79	3831
4193	156	1632
10521	444	2402
10791	436	4647
1347	2	9551
874	161	11385
9980	228	6864
4013	429	11563
8819	254	12191
10604	928	4603
8979	381	7919
5707	566	8853
4805	829	6862
7744	877	1642
4065	619	10824
5516	111	743
6042	751	7259
8884	400	7870
8199	1	6951
10089	753	876
11321	761	10623
6343	771	8277
802	383	7787
10268	662	9690
4446	535	6354
2509	131	3574
9788	369	8995
412	140	11656
7296	4	1461
1	140	4082
8849	116	5207
1077	940	4945
9484	228	11587
12135	453	4155
5560	700	9757
535	879	7283
1591	519	9275
2317	830	9873
6021	479	7380
3779	155	4598
4826	121	3792
2634	566	1280
9272	1	326
11045	680	11482
3248	55	564
7858	589	4523
8911	79	3151
124	140	9310
4856	580	8249
9270	113	5273
625	140	1508
11247	760	10681
11625	143	5347
11673	442	3928
10813	593	743
2234	55	2048
4530	526	9465
3898	979	11442
4117	219	11150
11317	316	3298
11691	732	5725
8487	327	2493
4787	113	5482
404	140	7490
3076	882	12373
8533	882	5166
3060	211	8452
1593	325	11998
4357	826	9363
1825	290	674
6074	583	3366
7448	581	12248
8861	702	3699
12461	633	10116
213	386	7188
10624	848	11381
2987	623	7685
3386	146	1329
3472	752	11142
4715	640	8991
