9845	620	9242
6255	518	7157
899	597	9392
3052	540	436
440	590	2157
5480	162	7693
7527	677	7486
633	41	6319
7359	567	9632
5746	461	2125
7561	211	4408
8933	1	4116
3469	91	1480
4662	326	2986
418	688	2939
9148	826	4546
3697	688	4034
2995	543	215
2533	498	3426
793	661	1124
337	364	4540
5238	752	8306
9032	306	6208
2836	213	6513
6173	903	5159
4309	780	4491
2845	2	9438
4942	766	2460
7351	390	4426
47	129	5190
9515	850	1417
3842	321	797
7460	496	9245
6491	746	5511
1438	489	5667
8805	310	9599
8402	13	926
9244	5	4466
9281	801	7899
9361	752	7960
7479	913	2654
4476	10	957
1831	785	1751
7147	23	9883
3850	903	4109
6083	486	8551
7709	631	9665
2827	8	6865
4790	155	4150
1166	184	2499
2037	836	1509
5139	871	207
9153	571	4870
4283	873	2975
7224	555	7222
4846	717	2993
1187	310	7785
4402	41	6319
4320	530	366
2395	914	5851
5467	841	2257
1180	135	5213
1910	47	2139
5492	517	7673
7051	189	9784
5009	128	4261
1463	829	1104
536	153	4694
5084	594	9465
9219	114	9580
4440	136	138
9669	683	4348
6592	561	8612
8928	661	1970
1386	151	6796
7364	41	6470
1658	103	7988
269	63	726
1577	524	8359
7339	687	7207
8651	595	8394
5883	279	9524
386	402	85
5735	601	8637
1003	521	353
3868	536	9197
8929	884	4377
2231	564	3902
5415	749	327
6572	136	8733
4982	357	9079
6206	362	5910
7161	68	5535
1749	666	3918
3056	661	14
1479	321	4413
9421	51	9356
806	530	1612
6610	463	9932
8125	91	2789
4441	368	3423
5055	178	7486
9523	128	353
8885	415	8049
1093	17	7886
5312	685	2142
1571	561	6409
2442	199	8587
3818	733	5475
943	832	5055
8661	385	7320
8022	302	1667
3517	117	8377
1331	490	9863
4183	852	2292
6881	385	5645
9266	503	4888
3128	680	4387
7100	41	3374
6147	128	6570
8009	342	5797
9405	579	8077
2330	668	6430
7917	218	1689
8908	196	6074
6841	532	42
409	310	1702
4434	894	2150
9528	577	4359
3082	853	8306
1325	474	1670
7144	899	9426
7197	689	3638
8016	541	9412
7729	193	3292
8654	913	4626
4229	621	5650
647	519	2655
6602	110	8058
4232	668	4271
3682	129	401
2684	290	125
8303	175	2312
7281	379	8879
6031	640	6983
7023	391	7946
9424	661	1201
3022	748	1882
3117	755	7805
673	280	652
6676	852	9861
9457	746	7523
1375	344	4548
7410	167	2124
4855	77	2741
6508	103	3846
4183	800	3274
4057	785	9158
2920	177	9361
1857	661	556
8247	335	1423
3222	742	5266
3212	560	1229
800	559	7085
9401	142	656
7245	178	6043
6417	185	8191
438	285	9833
7499	494	3496
2412	847	6963
2255	8	6593
8565	398	1007
503	25	4978
2810	801	4460
7463	545	8034
5592	175	1357
4135	196	2654
6407	568	4108
6904	238	8204
7860	831	5962
3572	849	9209
5565	148	7794
4286	470	5208
8457	143	2849
2414	368	3322
5687	646	3902
9533	536	1043
1755	43	2308
4187	251	3245
5637	800	6184
108	661	1244
2186	83	7814
8213	14	2210
9606	914	1274
126	385	828
8877	17	7758
5922	871	4030
6278	95	2694
1693	532	1339
4041	383	592
7508	117	3724
8357	51	9250
2055	52	710
2716	571	2037
8568	658	4655
3338	136	2458
3319	70	2045
3289	913	4684
3361	544	2240
1944	541	2484
6131	247	771
5658	474	77
5241	265	7829
8531	661	1185
7351	601	5608
2798	121	84
6362	431	9706
8811	329	7045
5057	540	5432
9560	864	9893
846	896	7549
5520	354	9572
6499	491	7495
9871	665	8098
4892	142	4616
5032	156	8823
7387	249	4958
4204	609	2308
7293	347	2975
4157	229	3240
642	886	5849
6547	539	1904
2648	356	2689
9703	574	1278
4320	661	1411
5794	41	5035
1694	388	14
6350	175	702
6757	755	5418
2954	45	4394
4287	223	7019
4238	376	2328
8096	40	6917
6729	365	5552
1067	47	5743
8163	780	4709
5135	710	3218
448	640	1048
4734	413	2229
9967	692	3011
8672	736	1576
8655	679	5064
4036	168	4903
7330	525	9064
9699	853	8306
1557	460	6861
8198	884	715
6966	153	6206
4631	520	4139
8369	791	1211
2536	661	1840
9394	661	72
216	417	6402
3765	798	1398
2598	880	9295
2833	513	2252
8446	213	2369
9186	241	1025
4311	888	4384
8220	661	686
3250	158	6308
9545	235	296
1013	43	3892
8855	343	8255
3707	372	9104
6464	254	6391
7708	168	198
1576	666	654
8071	618	1119
25	692	5647
8524	649	4400
8730	415	47
7614	855	9269
2694	439	8093
9558	527	2410
9719	193	8650
3362	601	4937
3490	752	8436
4898	483	2454
9902	314	8335
43	887	6819
8719	611	2356
1738	666	4231
3516	756	841
3608	381	3624
5591	364	5585
729	766	5337
9838	771	6368
6637	139	1039
4173	84	1198
6858	841	6235
7672	268	8221
2199	358	8794
2453	661	1169
4377	603	7691
8146	893	6419
8557	752	5221
8190	117	8377
2171	785	2102
8502	896	9055
7741	347	7002
8531	380	8985
508	88	9457
8203	61	729
9636	168	6375
5152	864	9013
2920	146	189
5084	604	9759
4594	829	731
858	35	98
5445	615	6605
6283	220	6745
2280	146	8947
6476	831	2444
4987	287	6942
4790	801	5569
2958	661	93
644	522	4386
2563	567	5353
5268	184	6436
9544	655	8592
6515	519	655
8729	448	8463
6840	523	5491
3959	901	5856
207	222	8854
2007	800	4792
273	136	1755
9924	343	3040
8537	85	4559
1338	594	764
928	433	8464
1941	799	4912
9195	661	814
3487	661	1904
2757	874	8907
7041	687	9732
9604	903	8045
2127	57	3901
7358	68	3984
3336	901	4559
1199	178	1464
4191	631	5293
7732	742	9249
9505	899	6937
1166	147	2628
2898	618	714
6421	251	8531
6490	517	6732
8191	508	3380
7635	241	7208
6082	661	1178
7800	706	9462
9374	661	1565
3738	372	3763
6587	91	525
904	853	3678
8020	852	7082
6687	878	8620
7936	279	449
9747	666	7921
6640	852	4346
4252	620	8276
1274	238	5883
5386	341	5290
6803	182	7690
5413	75	2850
6146	582	9863
8867	367	6757
3078	917	1123
2352	846	6546
3878	864	6930
6476	457	7168
8317	88	9419
7173	913	3489
2279	470	9877
4613	379	1892
6908	199	8587
1039	298	5223
6239	126	4245
3469	368	7768
3999	793	639
9046	122	3680
3704	929	530
5577	544	9577
6812	167	4414
4451	687	4308
3530	471	185
4823	164	5705
629	661	630
6832	517	400
