4199	468	2096
6451	194	2380
10161	65	9341
6818	451	3671
2832	410	4685
9856	426	806
522	128	6299
8717	514	2722
10378	96	771
10408	708	6786
3375	627	8344
2918	325	7805
5159	247	8733
380	721	5448
870	132	7433
3969	577	3523
1704	243	6937
2681	619	9961
9342	349	6783
7208	721	6764
1905	548	5490
3255	938	3507
5556	532	4833
6215	909	7522
9177	662	826
2597	786	1714
8891	46	5224
6191	880	1962
93	425	9107
2716	887	2329
8844	326	2582
10608	391	4079
8575	416	2446
8978	835	10553
5678	168	6980
4933	721	4231
5766	436	3444
6367	516	10715
3544	483	5235
1387	880	1549
1885	472	7755
4419	663	780
2782	379	1006
6740	491	3597
8201	171	3749
116	721	4044
492	575	4351
8323	688	9998
7747	806	3300
865	758	1794
2676	313	2330
767	912	2826
2181	958	7385
2508	185	7417
5475	721	5181
8775	837	6015
9859	895	4213
10305	721	7824
7895	179	2261
2937	423	7471
1148	30	10101
5929	721	2618
10107	177	6274
2710	76	9757
10583	114	1825
6896	679	9103
5006	469	9397
1384	535	7893
6848	324	7290
6411	225	3524
6807	654	2257
2568	492	2491
9674	708	652
7272	116	6579
3331	200	10438
6111	762	4928
2393	386	6139
7474	677	2940
5580	784	5485
5829	879	5445
8851	134	10725
425	168	9145
6144	244	4559
2107	557	233
9541	114	3135
5396	416	3104
8992	607	2783
2120	473	7894
2364	199	7666
2517	247	4445
10667	425	3001
5254	150	5234
2927	835	3330
9899	539	4825
5356	177	9001
1248	747	9507
10773	500	760
10652	720	4374
9036	721	3412
6737	938	4177
1373	6	985
4760	775	10215
5738	568	8778
2284	797	10655
2439	914	7284
941	721	8261
6480	305	10035
7471	352	7951
1679	703	5181
2741	834	5537
2712	568	6197
260	243	4094
8252	182	8333
10326	935	1510
10097	676	7181
5622	721	353
2675	459	10709
7528	675	10366
7924	365	5487
10233	647	7671
618	79	1625
4408	871	4268
3395	316	1589
1825	266	3083
9878	739	2588
3493	162	6463
4031	734	996
934	573	2614
3026	0	2721
4714	434	2661
8552	231	2888
8476	677	9996
2226	720	4693
8762	781	4332
1892	289	6454
1077	96	8445
5741	471	1321
7813	591	3293
10227	157	4139
1889	221	4159
7680	871	5411
6507	647	1760
2338	609	8894
59	185	863
0	136	8869
9162	582	9504
264	560	4796
4238	174	9129
8478	472	10328
10148	374	2629
1053	363	2719
4265	136	8098
8141	303	6772
2314	360	4698
1432	90	4421
2139	681	8511
8900	721	8952
3287	570	5552
3491	735	6397
1061	255	1700
6295	90	4896
