5461	426	2994
10725	913	13596
13077	228	4386
13148	832	8109
3550	568	5123
1969	614	10473
2342	547	8506
2572	300	11592
5329	270	3587
5339	98	6345
13747	316	5654
13968	705	9559
14692	142	977
7184	591	9047
6075	38	5826
11833	548	14785
14505	718	1973
12208	220	5850
3020	116	7166
3304	620	11333
2265	111	12045
7551	369	13463
11050	675	13757
13696	11	3664
8608	848	3646
11107	559	11435
9482	544	2130
14684	753	8527
12151	148	9052
8640	493	11232
7318	476	706
3367	929	3083
3484	791	4469
8515	599	292
3957	54	9972
7052	743	1975
14467	372	10113
10415	135	1037
2309	366	11241
8177	817	7639
10406	753	11015
924	544	11093
6711	297	11399
13155	925	13048
2918	544	7728
3707	680	6777
10067	273	10999
10234	157	2953
13676	959	6579
2834	280	4694
12382	531	6919
1223	112	2355
9261	752	130
11402	509	3596
10446	743	14680
21	232	10235
6455	410	12768
9263	445	8970
10134	480	3234
11730	632	14149
6098	554	5584
319	522	4787
808	903	13686
9734	104	10894
4990	620	2910
8177	23	1094
3826	292	14761
5371	516	13002
11941	570	13965
1012	593	10399
8066	350	2233
11425	11	701
8428	431	6286
4268	453	1415
5664	60	1405
371	68	12673
5141	164	10852
12775	802	4209
3472	252	5633
14009	55	13790
1542	959	11186
11321	419	10956
310	838	8381
4865	680	9861
8558	188	12115
10714	470	1208
10949	369	13709
11912	199	12254
14470	949	8796
6890	33	4989
534	49	2983
5329	65	13359
7073	804	7525
9465	444	12978
23	483	3482
771	188	762
4169	758	1308
3855	273	255
2341	773	14325
1701	38	7078
7101	372	3408
1747	681	5762
5214	151	2848
5875	546	3056
11933	869	12729
2071	781	210
3360	225	1555
6641	908	1445
7418	295	792
9311	306	13956
12223	23	1181
6903	949	7143
13713	765	5146
4922	544	7272
5751	957	9424
9991	696	7904
14530	462	1613
5688	483	700
11436	940	14102
1445	563	6546
7240	853	771
7763	609	7312
13520	336	369
5621	516	12785
4147	629	5598
6715	746	2766
4113	681	13221
8300	554	7272
3350	815	10150
7316	292	12725
7875	782	6958
3630	544	14289
13426	910	7000
3969	415	7293
10935	904	5404
2070	934	8627
4095	747	4025
14642	285	5510
3509	338	9761
2573	734	8946
4482	338	2483
6490	258	6511
12356	759	8896
7000	256	1320
12920	359	222
8822	697	454
11784	614	1980
9025	268	1725
10407	116	7644
913	547	5819
9559	288	13516
6078	784	6779
7734	816	5916
4669	650	5987
7858	743	620
13715	201	6505
8716	853	11077
7366	654	6568
8295	681	14900
8763	319	10098
9402	732	11142
1569	663	10098
7291	630	4493
14651	942	14836
5252	811	8852
11374	643	5313
8720	647	3277
10070	579	10985
7364	228	8460
2538	576	2475
12558	313	1955
4894	130	2291
12786	335	8640
941	413	10951
3120	885	7550
10488	163	11482
11208	496	5648
8934	164	5339
3140	260	4420
6449	575	8210
13505	571	5967
5634	142	1101
8779	402	11934
9825	369	7755
11943	554	9939
10983	544	12328
14101	784	12020
2780	115	10508
201	330	10912
2994	79	9195
12678	316	5654
7737	934	3647
13931	650	14644
8262	384	2803
14334	596	5126
5929	480	1567
170	211	222
3895	635	12600
13357	464	14887
10890	326	8244
683	331	11885
7073	550	1141
6468	138	9126
660	802	14221
6206	297	2327
4967	878	10717
14755	0	5508
9286	544	12405
1031	480	4178
7053	84	3974
7645	442	13958
9160	148	13680
9912	55	1198
14053	569	12100
13971	913	10497
4318	552	2823
8487	113	11909
14891	398	6627
8671	544	11331
9580	420	7650
14481	436	12481
3265	629	11077
5527	38	2541
9118	804	6533
4784	49	3322
9825	216	3532
9838	737	6743
13654	835	3853
2091	596	8868
11550	485	3562
12524	114	1720
12538	331	10885
12169	694	5008
2810	54	8944
9697	458	9639
8354	756	7134
5582	323	14441
9388	55	5743
2138	692	11468
10532	737	3013
4638	103	8091
13803	453	13354
4438	484	11594
11049	650	640
861	110	14568
7813	689	4515
10189	326	8178
3323	253	6505
10104	500	6609
14435	732	7308
14843	936	6547
10584	544	7978
5033	507	8420
14594	831	401
11569	912	12231
1040	319	10991
3497	720	5736
9060	226	11983
12246	430	5593
4445	544	2242
4579	349	14760
12449	862	3178
3363	695	5009
281	752	9552
8216	596	9979
6221	232	12779
3613	38	12299
4456	559	10501
9938	635	11766
10147	713	6679
4029	497	5531
4450	67	1244
4935	372	7802
9269	735	5307
13373	594	7129
1446	718	8818
2893	941	2138
2783	912	3776
2312	18	74
13382	559	6280
149	54	6189
12153	433	9592
6775	546	1018
2796	711	6633
3361	679	3470
5644	832	8498
9412	68	12673
10872	751	15
1503	544	3549
2692	575	12682
2103	337	8785
7222	949	2204
3729	875	8465
14347	165	1949
12426	177	557
5027	878	953
9763	908	5989
3727	750	8645
4576	389	4534
2743	804	7525
9348	490	12975
11765	470	8669
4915	65	9723
5727	220	11368
5591	116	3269
9545	738	206
1126	838	8404
5309	234	2955
14368	738	2298
12815	720	5535
7808	277	2646
11999	277	4344
1881	719	4315
6957	104	9577
8402	592	6772
13478	716	12666
1248	579	3562
12154	545	7595
8613	488	1865
5139	319	452
1471	119	11828
9726	458	798
2048	929	13779
5356	563	987
5706	475	9508
5946	544	4166
10815	544	13916
13705	340	2204
8384	539	6562
3449	196	6370
9220	932	7210
9531	494	5341
5798	515	4135
3636	427	7175
10167	120	11830
1739	270	5299
6346	112	1846
7274	73	4806
3153	893	1889
9405	679	4894
2647	959	12625
6912	114	6042
11438	679	5338
628	633	13099
1406	799	11746
7310	139	14732
2244	861	1185
10686	157	2015
14703	804	5374
7699	549	4397
1704	316	11868
3348	919	8441
5634	779	9499
9337	673	11868
10027	469	13882
7604	304	6898
9710	750	1934
11784	258	5417
14417	93	6664
11103	544	12928
14659	51	9947
9792	166	13352
10424	320	8666
12542	635	13514
254	239	10010
6230	225	9761
11167	700	3004
6103	292	7215
793	864	9206
4294	292	2071
12640	773	14325
5986	114	1826
13893	105	8771
13927	757	220
11758	544	10076
6830	855	6470
7221	341	11280
201	838	14714
2572	618	9044
10931	828	8205
4992	55	4439
8655	438	3024
5744	864	5732
13940	528	11444
14196	571	3005
10023	359	10517
11810	811	10405
6994	338	10632
8097	572	6609
126	113	12835
5518	719	14904
5867	383	2438
9169	679	9551
12835	344	12763
14751	220	8777
8009	817	1086
14751	113	6434
8050	544	728
3414	559	1671
1761	548	196
10398	757	12911
251	781	14643
5298	938	2757
3264	366	961
11907	828	10804
2546	471	12989
8891	70	6970
887	666	13137
4865	13	5184
11087	575	820
3574	915	11796
13836	405	11143
12570	258	1026
6585	750	3800
11300	488	812
6161	326	5655
7617	265	2234
1261	787	6185
2642	247	767
10090	102	9518
12491	640	6426
668	696	10497
13616	260	11817
6555	857	1980
258	534	11425
3731	520	9366
8299	187	7902
9219	11	3979
1843	112	2230
10054	249	10585
935	789	9492
8220	140	9203
9196	256	5855
10530	853	3848
3458	848	6029
4487	957	12827
10315	239	3531
12744	469	3091
12950	554	13686
14228	516	13002
10889	769	3549
4821	929	14890
12491	37	10092
4091	813	11848
8851	750	1934
7763	38	3188
920	889	4363
8118	384	13747
1673	599	4968
6857	890	11638
14744	543	14303
12769	818	9380
14555	446	5150
6540	720	10818
12581	54	6189
6432	471	3668
13242	802	1843
13676	600	3932
4162	528	6106
9393	201	5560
6169	455	705
11928	296	6523
4489	679	7181
748	593	282
14787	79	7637
13670	433	11928
7208	545	14446
14527	875	8485
13107	304	13125
8059	544	5474
6248	544	3779
626	119	14045
191	730	14886
2885	226	6616
2963	299	1514
12387	614	8798
13927	280	1846
12920	544	10133
2117	496	4031
7613	570	8440
13979	384	13291
4120	803	8602
13644	954	12754
5475	705	14006
7829	735	6758
61	743	1671
12294	938	2781
13035	544	7665
13115	677	14328
12535	104	13384
2719	534	3044
6390	575	8357
6829	271	11106
6945	815	6203
612	65	6823
6862	709	1081
7806	719	9675
966	323	11667
3579	134	13699
11608	488	11266
10330	919	5227
2729	64	10876
12700	170	10301
7955	157	4180
2686	165	4345
2138	236	3942
4298	301	1253
10846	738	2452
4341	600	7705
14878	956	3010
843	111	4003
3542	64	10920
12181	226	3751
579	864	13986
2686	925	6226
4700	636	2007
12945	348	8086
6862	549	6201
3480	55	7353
10075	613	7017
5255	70	244
230	813	371
13340	356	6024
42	541	6872
2680	417	12645
10386	592	6162
96	544	1348
10832	587	6275
7634	544	772
10075	836	4874
7386	890	11935
2508	544	869
14288	700	6625
1390	288	8327
2583	142	946
4896	186	14609
7781	533	1144
14364	359	13780
4770	661	2593
7474	237	5144
12752	67	3399
12727	802	8516
5397	116	3269
10250	835	6151
2886	758	7192
10355	666	1140
5326	751	6298
1604	372	6598
2093	337	674
7240	578	12680
14399	115	6056
10639	690	12878
4092	629	14516
8439	528	1885
1069	600	7274
9060	677	13416
10305	791	846
10462	68	12800
6837	67	1288
9080	53	11763
14909	322	10762
14261	544	3490
14551	615	1630
14693	338	4409
13259	343	435
14402	836	4251
2	237	52
7021	431	8473
4453	286	7035
695	469	14665
10943	592	5343
12702	149	14782
5941	883	8246
1310	300	8578
11528	903	1691
941	230	8488
12582	700	9306
10047	359	5626
14763	889	13300
10509	570	8360
10673	936	8662
13604	780	112
1424	433	14594
2732	223	10475
12954	216	6352
2548	64	4258
10246	453	1919
5344	170	912
7067	544	9266
11259	544	11880
202	348	10783
6087	911	14947
9814	212	14851
9860	37	11314
3992	693	6767
8231	306	14488
2099	673	2883
